cell_id,month,optical_evidence_count,optical_features_available,optical_support_ratio,viirs_anomalous,viirs_available,activity_evidence_count,activity_features_available,activity_evidence_score,weather_context_count,weather_features_available,weather_context_ratio,activity_candidate,dominant_activity_feature,dominant_activity_direction,max_activity_deviation,s2_valid_pixel_fraction,viirs_cf_cvg_mean
cell_14_12,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.2699,1.0,13.0
cell_14_13,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,2.433,1.0,13.0
cell_14_14,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,84.2925,0.9984,13.0
cell_14_15,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,37.1509,1.0,13.0
cell_14_16,2026-05,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,48.9571,1.0,13.0
cell_14_17,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.0674,1.0,13.0
cell_14_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.5601,1.0,13.0
cell_14_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.0708,1.0,13.0
cell_15_00,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,59.6992,1.0,13.0
cell_15_01,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,17.6754,1.0,13.0
cell_15_02,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.5312,1.0,13.0
cell_15_03,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,3.9776,1.0,13.0
cell_15_04,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,6.3591,1.0,13.0
cell_15_05,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.9173,1.0,13.0
cell_15_06,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.347,1.0,13.0
cell_15_07,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.8567,1.0,13.0
cell_15_08,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.634,1.0,13.0
cell_15_09,2026-05,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,10.2796,1.0,13.0
cell_15_10,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,17.7685,1.0,13.0
cell_15_11,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,0.8917,1.0,13.0
cell_15_12,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,5.0827,1.0,13.0
cell_15_13,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.4149,1.0,13.0
cell_15_14,2026-05,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,7.5979,1.0,13.0
cell_15_15,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.3287,1.0,13.0
cell_15_16,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.4836,1.0,13.0
cell_15_17,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.0176,1.0,13.0
cell_15_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,0.9133,1.0,13.0
cell_15_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.1746,1.0,13.0
cell_16_00,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.3433,1.0,13.0
cell_16_01,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,1.0694,1.0,13.0
cell_16_02,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.9266,1.0,13.0
cell_16_03,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.842,1.0,13.0
cell_16_04,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.5996,1.0,13.0
cell_16_05,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,10.0726,1.0,13.0
cell_16_06,2026-05,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,15.4747,1.0,13.0
cell_16_07,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.0986,1.0,13.0
cell_16_08,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,15.2097,1.0,13.0
cell_16_09,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,3.1241,1.0,13.0
cell_16_10,2026-05,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndbi_mean,negative,39.6159,1.0,13.0
cell_16_11,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,5.7722,1.0,13.0
cell_16_12,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.5779,1.0,13.0
cell_16_13,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.5421,1.0,13.0
cell_16_14,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,3.2378,1.0,13.0
cell_16_15,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.9521,1.0,13.0
cell_16_16,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.4973,1.0,13.0
cell_16_17,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,1.0245,1.0,13.0
cell_16_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.2204,1.0,13.0
cell_16_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.2875,1.0,13.0
cell_17_00,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,7.1164,1.0,13.0
cell_17_01,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,5.3659,1.0,13.0
cell_17_02,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,18.0118,1.0,13.0
cell_17_03,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,77.5965,1.0,13.0
cell_17_04,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,3.6509,1.0,13.0
cell_17_05,2026-05,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,viirs_avg_rad_mean,negative,90.8184,1.0,13.0
cell_17_06,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.7215,1.0,13.0
cell_17_07,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,14.3732,1.0,13.0
cell_17_08,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,negative,1.0881,1.0,13.0
cell_17_09,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,negative,3.3309,1.0,13.0
cell_17_10,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,0.7605,1.0,13.0
cell_17_11,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.6154,1.0,13.0
cell_17_12,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.8014,1.0,13.0
cell_17_13,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.8087,1.0,13.0
cell_17_14,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.2057,1.0,13.0
cell_17_15,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.3608,1.0,13.0
cell_17_16,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.8693,1.0,13.0
cell_17_17,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.1566,1.0,13.0
cell_17_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.1558,1.0,13.0
cell_17_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.2085,1.0,13.0
cell_18_00,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,5.8382,1.0,13.0
cell_18_01,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,5.9505,1.0,13.0
cell_18_02,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.491,1.0,13.0
cell_18_03,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,4.3121,1.0,13.0
cell_18_04,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,negative,2.6771,1.0,13.0
cell_18_05,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,negative,7.5356,1.0,13.0
cell_18_06,2026-05,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndwi_mean,negative,7.1618,1.0,13.0
cell_18_07,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,9.05,1.0,13.0
cell_18_08,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,5.1868,1.0,13.0
cell_18_09,2026-05,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,22.8069,1.0,13.0
cell_18_10,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.1377,1.0,13.0
cell_18_11,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.2957,1.0,13.0
cell_18_12,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,7.7219,1.0,13.0
cell_18_13,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,5.0767,1.0,13.0
cell_18_14,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.4071,1.0,13.0
cell_18_15,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.2934,1.0,13.0
cell_18_16,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.3085,1.0,13.0
cell_18_17,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,3.409,1.0,13.0
cell_18_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,1.2306,1.0,13.0
cell_18_19,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,4.9407,1.0,13.0
cell_19_00,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,11.6875,1.0,13.0
cell_19_01,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,6.639,1.0,13.0
cell_19_02,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,negative,3.7705,1.0,13.0
cell_19_03,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,negative,2.5493,1.0,13.0
cell_19_04,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,27.4686,1.0,13.0
cell_19_05,2026-05,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,49.5217,1.0,13.0
cell_19_06,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,7.0951,1.0,13.0
cell_19_07,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,4.067,1.0,13.0
cell_19_08,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,negative,2.4494,1.0,13.0
cell_19_09,2026-05,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,162.3849,1.0,13.0
cell_19_10,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.4665,1.0,13.0
cell_19_11,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,8.2711,1.0,13.0
cell_19_12,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,8.7119,1.0,13.0
cell_19_13,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.1504,1.0,13.0
cell_19_14,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.1257,1.0,13.0
cell_19_15,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.7995,1.0,13.0
cell_19_16,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,0.7161,1.0,13.0
cell_19_17,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.2382,1.0,13.0
cell_19_18,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,6.5167,1.0,13.0
cell_19_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,0.9272,1.0,13.0
cell_20_00,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,2.3752,1.0,13.0
cell_20_01,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.429,1.0,13.0
cell_20_02,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.6247,1.0,13.0
cell_20_03,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,1.7855,1.0,13.0
cell_20_04,2026-05,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,6.9884,1.0,13.0
cell_20_05,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,10.5314,1.0,13.0
cell_20_06,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.4851,1.0,13.0
cell_20_07,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,6.0713,0.9984,13.0
cell_20_08,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,negative,1.0136,1.0,13.0
cell_20_09,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,79.7296,1.0,13.0
cell_20_10,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,12.4229,1.0,13.0
cell_20_11,2026-05,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,16.5166,1.0,13.0
cell_20_12,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,8.3537,1.0,13.0
cell_20_13,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.8429,1.0,13.0
cell_20_14,2026-05,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,4.6343,1.0,13.0
cell_20_15,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,5.9782,1.0,13.0
cell_20_16,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,0.4402,1.0,13.0
cell_20_17,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,7.3737,1.0,13.0
cell_20_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,0.4532,1.0,13.0
cell_20_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,1.0051,1.0,13.0
cell_21_00,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,0.962,1.0,13.0
cell_21_01,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,11.2017,1.0,13.0
cell_21_02,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,negative,3.6978,1.0,13.0
cell_21_03,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,negative,1.5298,1.0,13.0
cell_21_04,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,negative,10.4533,1.0,13.0
cell_21_05,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,27.1927,1.0,13.0
cell_21_06,2026-05,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,negative,11.7131,1.0,13.0
cell_21_07,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,30.7302,1.0,13.0
cell_21_08,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.3748,1.0,13.0
cell_21_09,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,3.5768,1.0,13.0
cell_21_10,2026-05,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,12.5794,1.0,13.0
cell_21_11,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,27.134,1.0,13.0
cell_21_12,2026-05,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,3.2237,1.0,13.0
cell_21_13,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.4309,1.0,13.0
cell_21_14,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,5.2389,1.0,13.0
cell_21_15,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,4.4396,1.0,13.0
cell_21_16,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,1.4295,1.0,13.0
cell_21_17,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,0.6609,1.0,13.0
cell_21_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,0.8908,1.0,13.0
cell_21_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.2249,1.0,13.0
cell_22_00,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,4.032,1.0,13.0
cell_22_01,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,7.1555,1.0,13.0
cell_22_02,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,13.8147,1.0,13.0
cell_22_03,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,11.1212,1.0,13.0
cell_22_04,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,15.5019,1.0,13.0
cell_22_05,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,30.637,1.0,13.0
cell_22_06,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,5.469,1.0,13.0
cell_22_07,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,0.7662,1.0,13.0
cell_22_08,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,negative,2.4216,1.0,13.0
cell_22_09,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.7686,1.0,13.0
cell_22_10,2026-05,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,7.2622,1.0,13.0
cell_22_11,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,6.9487,1.0,13.0
cell_22_12,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.702,1.0,13.0
cell_22_13,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,1.5296,1.0,13.0
cell_22_14,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.8762,1.0,13.0
cell_22_15,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.0046,1.0,13.0
cell_22_16,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,4.731,1.0,13.0
cell_22_17,2026-05,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,30.0625,1.0,13.0
cell_22_18,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.9869,1.0,13.0
cell_22_19,2026-05,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,1.4346,1.0,13.0
cell_00_00,2026-06,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,negative,23.4149,1.0,9.85
cell_00_01,2026-06,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,4.7076,1.0,10.84
cell_00_02,2026-06,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,2.663,1.0,11.0
cell_00_03,2026-06,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,3.8033,1.0,10.06
cell_00_04,2026-06,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.5444,1.0,10.05
cell_00_05,2026-06,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,12.3413,1.0,11.0
cell_00_06,2026-06,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,positive,21.6231,1.0,11.0
cell_00_07,2026-06,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.9037,1.0,10.9
cell_00_08,2026-06,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,7.7478,1.0,10.63
cell_00_09,2026-06,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,9.3878,1.0,11.3
cell_00_10,2026-06,1,3,0.3333,True,True,2,4,0.5,0,3,0.0,True,viirs_avg_rad_mean,positive,10.8327,1.0,11.82
cell_00_11,2026-06,1,3,0.3333,True,True,2,4,0.5,0,3,0.0,True,viirs_avg_rad_mean,positive,5.2867,1.0,11.14
cell_00_12,2026-06,0,3,0.0,True,True,1,4,0.25,0,3,0.0,False,viirs_avg_rad_mean,positive,26.0312,1.0,10.56
cell_00_13,2026-06,1,3,0.3333,True,True,2,4,0.5,0,3,0.0,True,viirs_avg_rad_mean,positive,52.6875,1.0,10.63
cell_00_14,2026-06,1,3,0.3333,True,True,2,4,0.5,0,3,0.0,True,viirs_avg_rad_mean,positive,4.4728,1.0,10.84
cell_00_15,2026-06,0,3,0.0,False,True,0,4,0.0,0,3,0.0,False,viirs_avg_rad_mean,positive,1.702,1.0,11.0
cell_00_16,2026-06,0,3,0.0,True,True,1,4,0.25,0,3,0.0,False,viirs_avg_rad_mean,positive,3.4354,1.0,9.65
cell_00_17,2026-06,0,3,0.0,True,True,1,4,0.25,0,3,0.0,False,viirs_avg_rad_mean,positive,3.6975,1.0,9.0
cell_00_18,2026-06,0,3,0.0,True,True,1,4,0.25,0,3,0.0,False,viirs_avg_rad_mean,positive,21.0338,1.0,9.0
cell_00_19,2026-06,0,3,0.0,True,True,1,4,0.25,0,3,0.0,False,viirs_avg_rad_mean,positive,10.6361,1.0,9.0
cell_01_00,2026-06,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,positive,44.6878,1.0,10.09
cell_01_01,2026-06,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,16.3128,1.0,10.82
cell_01_02,2026-06,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,5.539,1.0,11.0
cell_01_03,2026-06,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,4.8585,1.0,10.49
cell_01_04,2026-06,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,3.241,1.0,10.9
cell_01_05,2026-06,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,7.5622,1.0,11.47
cell_01_06,2026-06,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,8.4221,1.0,11.0
cell_01_07,2026-06,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,4.7927,1.0,11.0
cell_01_08,2026-06,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,10.5685,1.0,11.0
cell_01_09,2026-06,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.3941,1.0,11.29
cell_01_10,2026-06,1,3,0.3333,False,True,1,4,0.25,0,3,0.0,False,ndbi_mean,positive,3.9615,1.0,12.0
